Update Date and Time (ISO),Update Duration (ms),Reading Date and Time (ISO),Air pressure (mb),Air temperature (C),Tide height (m),Wind direction (deg),Wind gust speed (kn),Wind speed (kn),True air temperature (C),True tide height (m),Independent tide height prediction (m),Independent tide height deviation (m),Dependent tide height prediction (m),Dependent tide height deviation (m),Independent air temperature prediction (C),Independent air temperature deviation (C),Dependent air temperature prediction (C),Dependent air temperature deviation (C)
2007-05-28T03:05:00,0,2007-05-28T03:05:00,,,,,,,6.33,1.46,1.4203,0.020407,1.4223,0.018669,6.5547,0.15384,6.5118,0.15221
2007-05-28T03:10:00,0,2007-05-28T03:10:00,999,6.5,1.5,357,30.1,23.7,6.42,1.49,1.4637,0.01903,1.4624,0.017786,6.5292,0.14639,6.4921,0.14507
2007-05-28T03:15:00,0,2007-05-28T03:15:00,999,6.5,1.5,2,26,19,6.5,1.51,1.4943,0.018093,1.4852,0.017041,6.5117,0.14114,6.4779,0.13998
2007-05-28T03:20:00,0,2007-05-28T03:20:00,999,6.2,1.6,3,33.4,25.7,6.17,1.55,1.5507,0.017603,1.5408,0.016563,6.4232,0.13749,6.3957,0.1364
2007-05-28T03:25:00,0,2007-05-28T03:25:00,,,,,,,5.83,1.58,1.5911,0.021016,1.575,0.019085,6.4074,0.15798,6.3743,0.15625
2007-05-28T03:30:00,0,2007-05-28T03:30:00,999,5.9,1.6,357,38.7,26.6,6.25,1.62,1.619,0.019163,1.6072,0.017982,6.2333,0.14867,6.2097,0.14732
2007-05-28T03:35:00,0,2007-05-28T03:35:00,999,5.8,1.7,1,35.9,27.3,5.83,1.68,1.6752,0.018134,1.6606,0.01713,6.0818,0.14236,6.0656,0.14118
2007-05-28T03:40:00,0,2007-05-28T03:40:00,999,5.8,1.7,354,36.3,28.4,5.83,1.71,1.7126,0.017467,1.6976,0.016594,5.9699,0.13809,5.9601,0.13699
2007-05-28T03:45:00,0,2007-05-28T03:45:00,999,5.8,1.8,357,29.3,23.3,5.75,1.77,1.7705,0.017116,1.7521,0.016271,5.8802,0.13526,5.8747,0.1342
2007-05-28T03:50:00,0,2007-05-28T03:50:00,,,,,,,5.92,1.81,1.8163,0.020479,1.7949,0.018791,5.8274,0.15552,5.8196,0.15383
2007-05-28T03:55:00,0,2007-05-28T03:55:00,999,6.1,1.8,0,40.8,29.1,6.08,1.84,1.8369,0.01892,1.8245,0.017831,5.8809,0.14723,5.8759,0.14589
2007-05-28T04:00:00,0,2007-05-28T04:00:00,1000,5.8,1.9,360,27.2,25.7,5.83,1.87,1.885,0.017991,1.875,0.017054,5.8334,0.14153,5.8335,0.14034
2007-05-28T04:05:00,0,2007-05-28T04:05:00,1000,6.2,1.9,358,30.5,21.4,6.17,1.91,1.9163,0.017408,1.9074,0.016559,5.9116,0.13764,5.9153,0.13653
2007-05-28T04:10:00,0,2007-05-28T04:10:00,1000,5.9,1.9,356,37.5,23.8,5.92,1.94,1.9357,0.017076,1.933,0.016399,5.8965,0.13505,5.904,0.13401
2007-05-28T04:15:00,0,2007-05-28T04:15:00,,,,,,,5.5,1.97,1.9674,0.020434,1.9635,0.018807,5.8865,0.15541,5.8982,0.15372
2007-05-28T04:20:00,0,2007-05-28T04:20:00,1000,5.4,2,360,30.3,24.9,5.83,1.99,1.9982,0.018912,1.996,0.01784,5.7221,0.14722,5.7382,0.14587
2007-05-28T04:25:00,0,2007-05-28T04:25:00,1000,5.5,2,2,26.8,26.1,5.67,2,2.0167,0.018004,2.0199,0.017047,5.6438,0.14157,5.6584,0.14038
2007-05-28T04:30:00,0,2007-05-28T04:30:00,1000,5.8,2,352,36.3,22.4,5.83,2.02,2.0273,0.017445,2.032,0.016556,5.6644,0.13768,5.6794,0.13658
2007-05-28T04:35:00,0,2007-05-28T04:35:00,1000,5.6,2,357,26.4,22.1,5.58,2.02,2.0315,0.017109,2.0355,0.01626,5.6317,0.13508,5.648,0.13402
2007-05-28T04:40:00,0,2007-05-28T04:40:00,1000,5.5,2,357,32.8,24.9,5.5,2.04,2.0316,0.016928,2.0331,0.016092,5.5886,0.13341,5.606,0.13237
2007-05-28T04:45:00,0,2007-05-28T04:45:00,,,,,,,5.42,2.04,2.0423,0.020324,2.0531,0.018644,5.5816,0.15385,5.6045,0.15217
2007-05-28T04:50:00,0,2007-05-28T04:50:00,1000,5.5,2,356,29.3,21,5.25,2.04,2.0313,0.01894,2.0428,0.017766,5.5511,0.14638,5.5709,0.14504
2007-05-28T04:55:00,0,2007-05-28T04:55:00,1000,5.3,2,357,34.2,21.2,5.33,2.04,2.0235,0.01806,2.0332,0.017024,5.4735,0.14114,5.4919,0.13994
2007-05-28T05:00:00,0,2007-05-28T05:00:00,1000,5.4,2.1,2,32.1,25.8,5.42,2.05,2.0511,0.017435,2.0599,0.016543,5.4454,0.13748,5.4619,0.13637
2007-05-28T05:05:00,0,2007-05-28T05:05:00,1000,5.4,2.1,359,37.7,25.5,5.42,2.06,2.0719,0.01709,2.0769,0.016247,5.4315,0.13499,5.4461,0.13392
2007-05-28T05:10:00,0,2007-05-28T05:10:00,,,,,,,5.17,2.06,2.0823,0.020428,2.0865,0.018758,5.4204,0.15539,5.4366,0.15367
2007-05-28T05:15:00,0,2007-05-28T05:15:00,1000,5.3,2.1,360,32.4,23.9,5.25,2.06,2.0961,0.01892,2.0975,0.017805,5.3867,0.1472,5.3978,0.14584
2007-05-28T05:20:00,0,2007-05-28T05:20:00,1000,5.2,2.1,1,34.8,26.6,5.17,2.06,2.1056,0.017987,2.1015,0.01703,5.3285,0.14154,5.3363,0.14034
2007-05-28T05:25:00,0,2007-05-28T05:25:00,1001,5.4,2.1,359,28.6,21.7,5.42,2.08,2.1126,0.017409,2.11,0.016537,5.3525,0.13764,5.3544,0.13653
2007-05-28T05:30:00,0,2007-05-28T05:30:00,1000,5,2.1,354,35.2,24,5,2.08,2.1176,0.017062,2.1139,0.016238,5.2633,0.13504,5.2615,0.13396
2007-05-28T05:35:00,0,2007-05-28T05:35:00,,,,,,,5.08,2.08,2.1305,0.0204,2.1223,0.01875,5.2659,0.15536,5.2578,0.15364
2007-05-28T05:40:00,0,2007-05-28T05:40:00,1001,5.2,2.1,2,27.2,23.2,5.17,2.1,2.1272,0.018884,2.1219,0.017804,5.2538,0.14716,5.2431,0.14579
2007-05-28T05:45:00,0,2007-05-28T05:45:00,1000,5.1,2.1,358,34.4,26.7,5.08,2.1,2.1252,0.01796,2.1175,0.017032,5.2178,0.1415,5.2049,0.1403
2007-05-28T05:50:00,0,2007-05-28T05:50:00,1001,5.3,2.1,359,28.6,21.6,5.25,2.12,2.1237,0.01738,2.1196,0.016541,5.2537,0.13761,5.2375,0.13649
2007-05-28T05:55:00,0,2007-05-28T05:55:00,1001,5.2,2.1,355,33.6,23,5.17,2.12,2.1223,0.017037,2.1199,0.016454,5.26,0.13501,5.2421,0.13397
2007-05-28T06:00:00,0,2007-05-28T06:00:00,1001,5,2.1,355,35,24.1,5,2.12,2.1207,0.016848,2.12,0.016472,5.2167,0.13335,5.1987,0.13235
2007-05-28T06:05:00,0,2007-05-28T06:05:00,,,,,,,5.17,2.14,2.1278,0.020183,2.1273,0.019315,5.249,0.15374,5.2243,0.15223
2007-05-28T06:10:00,0,2007-05-28T06:10:00,1001,4.9,2.2,349,35.6,24.5,4.92,2.16,2.1613,0.018789,2.1603,0.018283,5.1672,0.1463,5.148,0.14508
2007-05-28T06:15:00,0,2007-05-28T06:15:00,1001,5.2,2.2,355,30.3,23.9,5.17,2.17,2.1844,0.017929,2.1842,0.017621,5.2016,0.14106,5.1851,0.14001
2007-05-28T06:20:00,0,2007-05-28T06:20:00,1002,5.4,2.2,357,27.8,22.4,5.42,2.18,2.2016,0.017377,2.2023,0.017205,5.2906,0.13742,5.2767,0.13646
2007-05-28T06:25:00,0,2007-05-28T06:25:00,1002,5.4,2.2,358,23.1,19.7,5.42,2.19,2.2146,0.017035,2.2159,0.016962,5.3657,0.13494,5.355,0.13403
2007-05-28T06:35:00,0,2007-05-28T06:35:00,1001,5.2,2.2,359,33.6,24.1,5.08,2.24,2.2365,0.018848,2.2378,0.018899,5.4228,0.14714,5.4194,0.14601
2007-05-28T06:40:00,0,2007-05-28T06:40:00,1002,5.3,2.3,360,29.7,24.3,5.27,2.26,2.2742,0.01794,2.2749,0.018004,5.4433,0.14149,5.445,0.1405
2007-05-28T06:45:00,0,2007-05-28T06:45:00,1002,5.4,2.3,359,38.3,21.1,5.42,2.27,2.3023,0.017362,2.3022,0.017444,5.4904,0.13759,5.4963,0.13668
2007-05-28T06:55:00,0,2007-05-28T06:55:00,1002,5.7,2.3,354,30.9,25.7,5.25,2.33,2.3426,0.018979,2.3408,0.019119,5.6842,0.14858,5.698,0.14746
2007-05-28T07:00:00,0,2007-05-28T07:00:00,1002,5.4,2.4,1,28.4,22.9,5.42,2.37,2.3858,0.01798,2.384,0.018102,5.6721,0.14224,5.6892,0.14127
2007-05-28T07:05:00,0,2007-05-28T07:05:00,1002,5.4,2.4,357,33,24.8,5.42,2.41,2.4174,0.017371,2.4157,0.017485,5.6635,0.13796,5.6835,0.13706
2007-05-28T07:10:00,0,2007-05-28T07:10:00,1002,5.4,2.5,355,25.1,20.8,5.42,2.45,2.4729,0.017017,2.4717,0.017126,5.6552,0.13513,5.6777,0.13426
2007-05-28T07:20:00,0,2007-05-28T07:20:00,1002,5.6,2.5,4,29.5,26.7,5.75,2.55,2.5443,0.018848,2.5433,0.018987,5.7463,0.14709,5.7754,0.14599
2007-05-28T07:25:00,0,2007-05-28T07:25:00,1002,5.8,2.6,354,25.1,18.6,5.75,2.61,2.5961,0.017927,2.5958,0.018052,5.8139,0.14142,5.8405,0.14045
2007-05-28T07:30:00,0,2007-05-28T07:30:00,1002,5.8,2.7,347,32.8,22.7,5.83,2.66,2.6659,0.017347,2.6662,0.017471,5.8627,0.13754,5.8873,0.13663
2007-05-28T07:35:00,0,2007-05-28T07:35:00,1002,5.8,2.7,357,27.4,20.1,5.83,2.74,2.7161,0.017,2.7164,0.017125,5.8952,0.13496,5.9177,0.13409
2007-05-28T07:45:00,0,2007-05-28T07:45:00,1003,5.8,2.8,2,25.3,23.3,5.92,2.85,2.8201,0.018828,2.8203,0.018989,5.946,0.14712,5.9673,0.14601
2007-05-28T07:50:00,0,2007-05-28T07:50:00,1002,5.8,2.9,358,34.2,27,5.83,2.91,2.8857,0.017914,2.8859,0.018054,5.9356,0.14149,5.9522,0.14052
2007-05-28T07:55:00,0,2007-05-28T07:55:00,1002,5.8,3,359,32.1,24.8,5.83,2.98,2.9634,0.017353,2.9638,0.017472,5.9212,0.13762,5.9334,0.13672
2007-05-28T08:00:00,0,2007-05-28T08:00:00,1003,5.5,3.1,1,27.4,21.7,5.5,3.05,3.0498,0.017047,3.0505,0.017125,5.8232,0.13504,5.8317,0.13418
2007-05-28T08:10:00,0,2007-05-28T08:10:00,1003,5.9,3.2,352,35.2,24.9,5.42,3.17,3.1888,0.018906,3.1901,0.018988,5.8432,0.14721,5.8422,0.14613
2007-05-28T08:15:00,0,2007-05-28T08:15:00,1003,6.3,3.2,354,27.6,27.5,6.25,3.22,3.2349,0.017937,3.236,0.018052,5.9748,0.14155,5.9676,0.14061
2007-05-28T08:20:00,0,2007-05-28T08:20:00,1003,5.9,3.3,349,22.2,19.3,5.92,3.27,3.2971,0.017361,3.2984,0.017471,5.9602,0.13767,5.9492,0.1368
2007-05-28T08:25:00,0,2007-05-28T08:25:00,1004,6,3.3,345,18.3,13.5,6,3.33,3.3383,0.017,3.3392,0.017125,5.9721,0.13506,5.9576,0.13423
2007-05-28T08:30:00,0,2007-05-28T08:30:00,1003,6.1,3.4,350,30.5,17.7,6.08,3.37,3.3949,0.016811,3.3956,0.016935,6.0051,0.13339,5.9871,0.13257
2007-05-28T08:40:00,0,2007-05-28T08:40:00,1003,6.2,3.5,355,27,23.1,6.5,3.46,3.4981,0.01876,3.4979,0.018926,6.0683,0.1463,6.0425,0.14525
2007-05-28T08:45:00,0,2007-05-28T08:45:00,1003,5.8,3.5,355,29.7,22.1,5.83,3.49,3.5288,0.017894,3.5279,0.018034,5.9948,0.14103,5.9714,0.14011
2007-05-28T08:50:00,0,2007-05-28T08:50:00,1004,6.3,3.5,355,18.8,19.9,6.33,3.53,3.5459,0.017362,3.5442,0.017471,6.0748,0.13736,6.0516,0.13649
2007-05-28T08:55:00,0,2007-05-28T08:55:00,1004,6.3,3.6,345,34.2,21.3,6.33,3.56,3.5852,0.017011,3.5832,0.017129,6.1411,0.13485,6.1189,0.13401
2007-05-28T09:00:00,0,2007-05-28T09:00:00,1004,6.6,3.6,351,28.6,21,6.58,3.58,3.6099,0.016823,3.6077,0.016938,6.2738,0.13322,6.252,0.13238
2007-05-28T09:10:00,0,2007-05-28T09:10:00,1004,6.6,3.6,351,25.3,20.8,6.67,3.61,3.6323,0.018799,3.63,0.018923,6.4234,0.14617,6.401,0.14508
2007-05-28T09:15:00,0,2007-05-28T09:15:00,1004,6.8,3.6,352,18.1,18.6,6.75,3.62,3.6281,0.017943,3.6265,0.018031,6.5671,0.14096,6.548,0.14
2007-05-28T09:20:00,0,2007-05-28T09:20:00,1004,6.9,3.6,345,29.9,16.9,6.92,3.62,3.6218,0.017393,3.6211,0.017468,6.7043,0.13735,6.6882,0.13646
2007-05-28T09:25:00,0,2007-05-28T09:25:00,1004,6.9,3.6,353,29.5,18.8,6.92,3.62,3.6142,0.017049,3.6147,0.017127,6.8097,0.13492,6.7971,0.13406
2007-05-28T09:30:00,0,2007-05-28T09:30:00,1004,6.8,3.6,357,30.5,20.8,6.76,3.63,3.6065,0.016848,3.608,0.016935,6.8642,0.13335,6.8552,0.13251
2007-05-28T09:35:00,0,2007-05-28T09:35:00,1004,6.6,3.6,356,29.5,22.9,6.58,3.64,3.5994,0.016742,3.6018,0.01684,6.8512,0.13242,6.8464,0.13159
2007-05-28T09:40:00,0,2007-05-28T09:40:00,1004,7.6,3.6,354,24.7,20.2,7.58,3.64,3.5935,0.016696,3.5966,0.016802,7.0912,0.1319,7.0872,0.13108
2007-05-28T09:45:00,0,2007-05-28T09:45:00,1004,7.2,3.6,356,33,23.9,7.17,3.63,3.5894,0.016686,3.5927,0.016793,7.1866,0.13165,7.1855,0.13083
2007-05-28T10:00:00,0,2007-05-28T10:00:00,,,,,,,8,3.62,3.5683,0.028513,3.5737,0.028898,7.4633,0.20192,7.4737,0.19941
2007-05-28T10:15:00,0,2007-05-28T10:15:00,,,,,,,7.83,3.63,3.5605,0.043632,3.5651,0.044522,7.7432,0.28772,7.7713,0.28256
2007-05-28T10:30:00,0,2007-05-28T10:30:00,,,,,,,7.58,3.63,3.5685,0.06009,3.5704,0.061706,8.0232,0.38007,8.0738,0.37135
2007-05-28T10:45:00,0,2007-05-28T10:45:00,,,,,,,6.83,3.64,3.5863,0.076861,3.5835,0.079284,8.301,0.4741,8.3753,0.46108
2007-05-28T11:00:00,0,2007-05-28T11:00:00,,,,,,,7,3.66,3.6035,0.093341,3.596,0.096464,8.5745,0.56692,8.6693,0.54905
2007-05-28T11:15:00,0,2007-05-28T11:15:00,,,,,,,6.75,3.66,3.6084,0.10912,3.601,0.1127,8.8399,0.65674,8.9487,0.63366
2007-05-28T11:30:00,0,2007-05-28T11:30:00,,,,,,,7.16,3.65,3.5923,0.12389,3.5923,0.12766,9.0921,0.74241,9.2076,0.71396
2007-05-28T11:45:00,0,2007-05-28T11:45:00,,,,,,,7.08,3.61,3.5537,0.13731,3.564,0.14109,9.326,0.82319,9.4431,0.78937
2007-05-28T12:00:00,0,2007-05-28T12:00:00,,,,,,,7.5,3.5,3.4946,0.14907,3.51,0.15277,9.5384,0.89863,9.6552,0.85958
2007-05-28T12:15:00,0,2007-05-28T12:15:00,,,,,,,8.5,3.42,3.4151,0.1591,3.4278,0.1627,9.7272,0.96847,9.8455,0.92443
2007-05-28T12:30:00,0,2007-05-28T12:30:00,,,,,,,8.58,3.31,3.31,0.16761,3.3164,0.17107,9.8918,1.0326,10.016,0.98385
2007-05-28T12:45:00,0,2007-05-28T12:45:00,,,,,,,8.17,3.14,3.1707,0.17488,3.1725,0.17811,10.0316,1.0909,10.1684,1.0379
2007-05-28T13:00:00,0,2007-05-28T13:00:00,,,,,,,7.58,2.94,2.9957,0.18102,2.9965,0.18394,10.1463,1.1434,10.3035,1.0866
2007-05-28T13:15:00,0,2007-05-28T13:15:00,,,,,,,8.25,2.7,2.7929,0.1861,2.7956,0.18866,10.2346,1.1905,10.4205,1.1303
2007-05-28T13:20:00,0,2007-05-28T13:20:00,,,,,,,8.67,2.61,2.7206,0.18751,2.6614,0.13492,10.2578,1.2051,10.4549,1.1438
2007-05-28T13:35:00,0,2007-05-28T13:35:00,,,,,,,9.08,2.33,2.4973,0.19131,2.4403,0.13839,10.308,1.2457,10.5416,1.1815
2007-05-28T13:40:00,0,2007-05-28T13:40:00,,,,,,,9.17,2.24,2.4218,0.19238,2.3282,0.13632,10.3181,1.2584,10.5643,1.1933
2007-05-28T13:55:00,0,2007-05-28T13:55:00,,,,,,,9.83,1.96,2.1996,0.1951,2.0979,0.13902,10.3286,1.2938,10.6116,1.2262
2007-05-28T14:00:00,0,2007-05-28T14:00:00,,,,,,,10,1.89,2.1221,0.196,2.0392,0.13708,10.326,1.3048,10.6204,1.2365
2007-05-28T14:15:00,0,2007-05-28T14:15:00,,,,,,,9.92,1.66,1.9293,0.19788,1.8479,0.13883,10.3024,1.336,10.6276,1.2656
2007-05-28T14:30:00,0,2007-05-28T14:30:00,,,,,,,10,1.52,1.7789,0.19918,1.6998,0.14145,10.2623,1.3647,10.6119,1.2924
2007-05-28T14:40:00,0,2007-05-28T14:40:00,,,,,,,10.83,1.45,1.7071,0.19972,1.5587,0.13769,10.2308,1.3825,10.593,1.3089
2007-05-28T14:55:00,0,2007-05-28T14:55:00,,,,,,,12.17,1.41,1.6455,0.20024,1.4737,0.13725,10.1797,1.4074,10.556,1.3322
2007-05-28T15:10:00,0,2007-05-28T15:10:00,,,,,,,12.5,1.42,1.6377,0.20037,1.4536,0.13815,10.1205,1.4305,10.5066,1.3536
2007-05-28T15:25:00,0,2007-05-28T15:25:00,,,,,,,12.58,1.48,1.6791,0.20023,1.488,0.14016,10.0438,1.4517,10.4372,1.3733
2007-05-28T15:40:00,0,2007-05-28T15:40:00,,,,,,,12.33,1.56,1.7592,0.19987,1.564,0.14335,9.938,1.4714,10.3372,1.3914
2007-05-28T15:55:00,0,2007-05-28T15:55:00,,,,,,,11.92,1.68,1.8633,0.19938,1.6661,0.14756,9.7925,1.4896,10.1942,1.4081
2007-05-28T16:10:00,0,2007-05-28T16:10:00,1007,11.1,1.8,353,24.1,16.3,11.08,1.84,1.9766,0.19884,1.7815,0.15248,9.6031,1.5064,10.0003,1.4236
2007-05-28T16:10:00,0,2007-05-28T16:10:00,1007,11.1,1.8,353,24.1,16.3,11.08,1.84,1.8039,0.029664,1.7993,0.029436,11.0567,0.25621,11.0649,0.25577
2007-05-28T16:15:00,0,2007-05-28T16:15:00,,,,,,,11.5,1.9,1.8412,0.030729,1.8367,0.030393,10.9899,0.26045,10.9987,0.25942
2007-05-28T16:20:00,0,2007-05-28T16:20:00,1008,11.8,1.9,350,22.3,14.1,11.5,1.94,1.8901,0.022416,1.8889,0.022335,11.3772,0.18758,11.3763,0.18703
2007-05-28T16:25:00,0,2007-05-28T16:25:00,1008,11.1,2,345,19,15.4,11.25,1.99,1.9263,0.025922,1.9306,0.025491,11.3233,0.20058,11.3147,0.19933
2007-05-28T16:30:00,0,2007-05-28T16:30:00,1008,11.3,2,345,23.5,17.8,11.33,2.04,1.9974,0.023713,2.0002,0.022973,11.1753,0.1758,11.1627,0.17436
2007-05-28T16:35:00,0,2007-05-28T16:35:00,1007,11.3,2.1,358,22.3,17.6,11.33,2.09,2.0592,0.018241,2.061,0.017872,11.1946,0.13991,11.1814,0.1389
2007-05-28T16:40:00,0,2007-05-28T16:40:00,,,,,,,11.33,2.14,2.0982,0.022525,2.1036,0.021405,11.1365,0.16235,11.1178,0.16048
2007-05-28T16:45:00,0,2007-05-28T16:45:00,1008,11.1,2.2,353,21.4,14.2,11.33,2.18,2.1339,0.02743,2.1386,0.025378,11.0778,0.18888,11.054,0.18603
2007-05-28T16:50:00,0,2007-05-28T16:50:00,1008,11.6,2.2,337,18.7,16.3,11.58,2.23,2.2025,0.024377,2.2083,0.022881,11.0283,0.17706,11.0088,0.17478
2007-05-28T16:55:00,0,2007-05-28T16:55:00,1008,11.4,2.3,355,22.7,15.2,11.42,2.27,2.2367,0.022542,2.2424,0.021449,11.1796,0.16906,11.1571,0.16715
2007-05-28T17:00:00,0,2007-05-28T17:00:00,1008,11.6,2.3,337,17.3,14,11.58,2.29,2.2974,0.017466,2.2999,0.017067,11.3314,0.13834,11.3132,0.13736
2007-05-28T17:05:00,0,2007-05-28T17:05:00,1008,11.3,2.3,336,23.9,16.1,11.33,2.32,2.3317,0.020816,2.3382,0.020118,11.326,0.15929,11.3018,0.15783
2007-05-28T17:10:00,0,2007-05-28T17:10:00,,,,,,,11.5,2.35,2.3518,0.020404,2.3575,0.019775,11.3128,0.15631,11.2907,0.15496
2007-05-28T17:15:00,0,2007-05-28T17:15:00,1008,11.3,2.4,343,16.9,14.8,11.42,2.35,2.3804,0.024288,2.3838,0.023283,11.3066,0.17927,11.2796,0.17737
2007-05-28T17:20:00,0,2007-05-28T17:20:00,1008,11.7,2.4,345,15,12.1,11.67,2.37,2.4102,0.017934,2.4114,0.017638,11.4173,0.14146,11.3993,0.14057
2007-05-28T17:25:00,0,2007-05-28T17:25:00,1008,11.7,2.4,358,25.5,18.4,11.67,2.39,2.4357,0.021265,2.4387,0.020647,11.4269,0.16147,11.4059,0.16012
2007-05-28T17:30:00,0,2007-05-28T17:30:00,1008,11.1,2.4,354,25.1,16.3,11.12,2.39,2.4455,0.020642,2.448,0.019991,11.5217,0.15674,11.5015,0.15547
2007-05-28T17:40:00,0,2007-05-28T17:40:00,1008,11.1,2.4,333,19,16.7,11.67,2.41,2.4654,0.02427,2.4624,0.023149,11.4153,0.17576,11.3954,0.17395
2007-05-28T17:45:00,0,2007-05-28T17:45:00,1008,11,2.4,333,22.9,18,11,2.41,2.432,0.018092,2.4318,0.017588,11.2173,0.14002,11.2084,0.1391
2007-05-28T17:50:00,0,2007-05-28T17:50:00,1008,11.3,2.4,323,19.8,14.7,11.33,2.41,2.439,0.021562,2.4339,0.020525,11.1958,0.15985,11.1879,0.15843
2007-05-28T17:55:00,0,2007-05-28T17:55:00,1008,11.3,2.4,333,21.6,14.9,11.33,2.43,2.4299,0.02095,2.4303,0.019897,11.2078,0.15575,11.2012,0.15438
2007-05-28T18:00:00,0,2007-05-28T18:00:00,1008,11.6,2.4,322,23.7,17,11.58,2.43,2.4231,0.02061,2.4258,0.019574,11.2182,0.1532,11.2147,0.15184
2007-05-28T18:10:00,0,2007-05-28T18:10:00,1008,11.4,2.5,333,22.3,19.2,11.67,2.45,2.4196,0.024402,2.4212,0.022959,11.3146,0.1741,11.3125,0.17214
2007-05-28T18:15:00,0,2007-05-28T18:15:00,1008,11.3,2.5,330,23.5,21.7,11.25,2.45,2.4609,0.022373,2.4563,0.021367,11.3419,0.16558,11.3426,0.16391
2007-05-28T18:20:00,0,2007-05-28T18:20:00,1008,11.1,2.5,327,24.9,17.5,11.08,2.47,2.4911,0.017342,2.4875,0.016995,11.2658,0.13615,11.2686,0.13523
2007-05-28T18:25:00,0,2007-05-28T18:25:00,,,,,,,11.33,2.49,2.5041,0.02061,2.5035,0.019903,11.2537,0.15596,11.2604,0.15455
2007-05-28T18:30:00,0,2007-05-28T18:30:00,1009,11.2,2.5,328,24.9,17.6,11.08,2.49,2.5174,0.024441,2.5185,0.023231,11.2414,0.17835,11.2502,0.17632
2007-05-28T18:35:00,0,2007-05-28T18:35:00,1009,11.4,2.5,331,19.4,18.1,11.42,2.51,2.5231,0.022365,2.5239,0.021436,11.2114,0.16776,11.2216,0.16609
2007-05-28T18:40:00,0,2007-05-28T18:40:00,1009,11.7,2.5,329,18.8,14.8,11.67,2.54,2.5175,0.017306,2.5196,0.016984,11.3792,0.13677,11.3852,0.13587
2007-05-28T18:45:00,0,2007-05-28T18:45:00,1008,11.3,2.6,336,22.3,17.1,11.33,2.56,2.5289,0.02053,2.5275,0.01987,11.3815,0.15628,11.3908,0.1549
2007-05-28T18:50:00,0,2007-05-28T18:50:00,1009,11.1,2.6,334,17.9,16.9,11.08,2.58,2.5773,0.016799,2.5758,0.01648,11.29,0.13212,11.3002,0.13127
2007-05-28T18:55:00,0,2007-05-28T18:55:00,,,,,,,11.33,2.6,2.5975,0.020102,2.5975,0.019379,11.2749,0.15164,11.2898,0.15032
2007-05-28T19:00:00,0,2007-05-28T19:00:00,1009,11,2.6,334,20,14.9,10.92,2.64,2.6121,0.018707,2.6128,0.01829,11.1775,0.14449,11.1938,0.14341
2007-05-28T19:05:00,0,2007-05-28T19:05:00,1009,11.4,2.7,342,19.6,18,11.42,2.66,2.6364,0.0222,2.6329,0.021303,11.1468,0.16515,11.1682,0.16353
2007-05-28T19:10:00,0,2007-05-28T19:10:00,1009,10.7,2.7,331,19.8,16.1,10.67,2.7,2.6927,0.017329,2.6894,0.016966,11.0606,0.13582,11.0775,0.13493
2007-05-28T19:15:00,0,2007-05-28T19:15:00,1009,11.3,2.7,341,22.9,15.1,11.25,2.73,2.7265,0.020593,2.7234,0.019843,11.0171,0.15537,11.0411,0.154
2007-05-28T19:20:00,0,2007-05-28T19:20:00,,,,,,,11.42,2.77,2.7533,0.020225,2.7575,0.019482,11.056,0.15284,11.0785,0.1515
2007-05-28T19:25:00,0,2007-05-28T19:25:00,1009,11.6,2.8,333,16.3,15.6,11.83,2.79,2.7917,0.024062,2.7994,0.022847,11.0185,0.17491,11.0479,0.17299
2007-05-28T19:30:00,0,2007-05-28T19:30:00,1009,11.3,2.8,339,22.2,17.9,11.33,2.84,2.8371,0.022258,2.8488,0.021296,11.1832,0.16566,11.2051,0.16404
2007-05-28T19:35:00,0,2007-05-28T19:35:00,1009,11.7,2.9,334,18.3,17.3,11.67,2.89,2.8784,0.017297,2.8853,0.016948,11.3376,0.13595,11.3494,0.13506
2007-05-28T19:40:00,0,2007-05-28T19:40:00,1009,11.9,2.9,343,22.2,15,11.92,2.93,2.9271,0.020561,2.9399,0.01982,11.3358,0.15543,11.3495,0.15406
2007-05-28T19:50:00,0,2007-05-28T19:50:00,1009,12.1,3,347,20.8,16.1,11.83,3.04,3.0214,0.024044,3.0374,0.022824,11.5044,0.17489,11.514,0.17298
2007-05-28T19:55:00,0,2007-05-28T19:55:00,1009,11.6,3.1,335,18.3,15.9,11.55,3.1,3.0663,0.022243,3.0754,0.021172,11.7154,0.16565,11.7173,0.16403
2007-05-28T20:00:00,0,2007-05-28T20:00:00,1009,11.2,3.2,353,17.1,15,11.17,3.16,3.1355,0.021133,3.1412,0.020225,11.6964,0.1595,11.6967,0.15803
2007-05-28T20:05:00,0,2007-05-28T20:05:00,1009,11.3,3.2,359,17.3,14.9,11.33,3.22,3.2201,0.020533,3.2181,0.019607,11.5509,0.15544,11.5508,0.15406
2007-05-28T20:10:00,0,2007-05-28T20:10:00,,,,,,,10.83,3.29,3.2754,0.020182,3.274,0.019337,11.4613,0.15286,11.4611,0.15152
2007-05-28T20:15:00,0,2007-05-28T20:15:00,1009,10.6,3.4,341,10.3,10,11.25,3.36,3.337,0.023967,3.3397,0.022663,11.4331,0.17492,11.4302,0.173
2007-05-28T20:20:00,0,2007-05-28T20:20:00,1009,10.6,3.4,335,21,14.1,10.58,3.44,3.4263,0.022124,3.4238,0.021146,11.1076,0.16567,11.1081,0.16407
